qid,start,finish,runtime,status
17970,8570.1,8642.9,72.76,ok
11729,8547.8,8645.3,97.48,ok
25977,8559.5,8654.8,95.31,ok
3609,8057.5,8655.4,597.96,ok
11810,8624.6,8659.7,35.09,ok
26240,8580.3,8666.2,85.92,ok
9953,8645.3,8678.7,33.46,ok
25882,8654.8,8698.7,43.78,ok
25320,8642.9,8704.0,61.04,ok
25545,8655.4,8710.0,54.58,ok
18656,8638.5,8731.1,92.58,ok
13640,8659.7,8743.4,83.72,ok
10319,8535.9,8765.7,229.85,ok
26256,8666.2,8775.3,109.15,ok
18011,8710.0,8781.7,71.71,ok
8569,8704.0,8782.1,78.09,ok
10087,8698.7,8787.4,88.71,ok
11778,8731.1,8804.5,73.39,ok
25648,8743.4,8805.4,62.0,ok
14308,8765.7,8817.4,51.68,ok
12102,8775.3,8826.3,50.97,ok
26373,8782.1,8836.0,53.92,ok
11844,8787.4,8844.6,57.21,ok
14319,8781.7,8867.4,85.64,ok
14451,8678.7,8878.1,199.41,ok
26486,8817.4,8887.9,70.43,ok
8309,8826.3,8903.1,76.77,ok
11800,8805.4,8915.3,109.84,ok
25470,8844.6,8925.3,80.75,ok
26283,8836.0,8927.5,91.56,ok
26752,8867.4,8929.8,62.48,ok
6388,8915.3,8949.2,33.9,ok
12305,8887.9,8953.1,65.24,ok
25478,8903.1,8955.9,52.78,ok
25344,8878.1,8979.8,101.67,ok
14738,8925.3,8990.6,65.22,ok
16494,8804.5,9005.0,200.49,ok
25831,8953.1,9013.4,60.34,ok
25834,8955.9,9017.9,62.05,ok
25783,8979.8,9047.4,67.6,ok
25585,8990.6,9066.6,76.06,ok
25498,8949.2,9069.6,120.48,ok
17856,9005.0,9078.9,73.96,ok
26165,9013.4,9087.0,73.59,ok
13132,8927.5,9116.1,188.57,ok
10109,8929.8,9125.6,195.75,ok
2895,9066.6,9137.5,70.87,ok
25715,9078.9,9144.3,65.37,ok
26520,9017.9,9165.2,147.32,ok
17182,9047.4,9173.4,125.92,ok
5114,9087.0,9176.4,89.35,ok
11334,9116.1,9177.9,61.83,ok
26456,9144.3,9193.7,49.43,ok
13805,9165.2,9208.7,43.48,ok
20054,9137.5,9220.0,82.51,ok
7857,9173.4,9228.3,54.88,ok
25305,9177.9,9236.0,58.04,ok
10075,9125.6,9243.5,117.89,ok
14904,9193.7,9259.1,65.35,ok
11964,9208.7,9269.7,60.93,ok
25804,9228.3,9279.6,51.35,ok
26749,9069.6,9280.1,210.49,ok
16495,9176.4,9315.3,138.86,ok
26040,9220.0,9345.2,125.1,ok
6836,9269.7,9353.9,84.22,ok
10506,9259.1,9362.8,103.74,ok
26353,9243.5,9381.1,137.66,ok
26210,9280.1,9396.7,116.6,ok
14342,9315.3,9418.2,102.95,ok
10601,9353.9,9433.2,79.26,ok
26040,9279.6,9433.2,153.63,ok
25712,9362.8,9439.9,77.03,ok
26479,9381.1,9452.0,70.88,ok
25885,9345.2,9460.0,114.8,ok
12849,9236.0,9477.0,241.02,ok
26720,9433.2,9490.1,56.88,ok
25783,9433.2,9502.5,69.33,ok
7587,9452.0,9514.3,62.22,ok
25469,9460.0,9546.0,86.02,ok
26022,9477.0,9547.7,70.7,ok
15014,9418.2,9557.7,139.46,ok
26025,9396.7,9586.2,189.4,ok
13132,9439.9,9599.4,159.5,ok
25577,9514.3,9620.0,105.73,ok
14051,9557.7,9639.5,81.76,ok
16495,9490.1,9648.2,158.09,ok
25631,9502.5,9658.7,156.2,ok
26712,9599.4,9661.5,62.11,ok
26614,9620.0,9675.3,55.28,ok
26783,9639.5,9682.0,42.57,ok
8793,9648.2,9693.5,45.25,ok
26281,9546.0,9702.7,156.75,ok
26426,9661.5,9732.5,70.98,ok
7073,9586.2,9742.3,156.17,ok
9614,9675.3,9752.5,77.21,ok
10260,9547.7,9760.8,213.1,ok
26324,9693.5,9761.7,68.28,ok
25831,9732.5,9770.6,38.11,ok
25425,9742.3,9795.6,53.28,ok
17875,9658.7,9805.8,147.15,ok
6531,9752.5,9806.4,53.89,ok
8812,9702.7,9818.8,116.12,ok
26517,9770.6,9821.0,50.47,ok
25746,9761.7,9826.9,65.14,ok
9953,9805.8,9843.6,37.75,ok
2895,9795.6,9843.8,48.12,ok
25871,9806.4,9859.9,53.52,ok
17332,9682.0,9869.8,187.73,ok
14203,9843.8,9894.1,50.35,ok
5114,9821.0,9894.6,73.52,ok
25714,9826.9,9900.4,73.51,ok
16115,9760.8,9900.8,139.97,ok
9618,9859.9,9926.4,66.46,ok
25467,9843.6,9951.6,108.0,ok
25934,9869.8,9952.0,82.19,ok
25527,9900.4,9952.9,52.5,ok
26660,9894.4,9957.0,62.53,ok
26144,9926.4,9962.3,35.92,ok
11334,9900.8,9971.5,70.7,ok
9547,9894.6,9983.7,89.12,ok
26749,9818.8,9990.9,172.02,ok
12982,9962.3,10001.6,39.33,ok
26256,9952.9,10015.8,62.92,ok
14018,9990.9,10021.5,30.64,ok
26810,10001.6,10031.2,29.6,ok
26752,9971.5,10033.2,61.76,ok
17970,10021.5,10038.4,16.89,ok
11769,10015.8,10047.6,31.8,ok
26439,9983.7,10050.6,66.9,ok
7787,10047.6,10074.1,26.5,ok
26321,10038.4,10087.5,49.12,ok
26414,9957.0,10127.9,170.96,ok
10543,10031.2,10149.2,117.96,ok
8309,10087.5,10161.3,73.79,ok
26368,10127.9,10176.8,48.85,ok
6107,10074.1,10215.9,141.73,ok
25397,10033.2,10244.6,211.36,ok
17922,10149.2,10256.6,107.36,ok
15150,10176.8,10260.5,83.67,ok
12343,10244.6,10265.4,20.76,ok
18457,10256.6,10283.8,27.23,ok
4741,10260.5,10292.6,32.19,ok
10229,10283.8,10313.4,29.6,ok
13237,10265.4,10316.3,50.89,ok
4693,10292.6,10328.7,36.05,ok
8569,10328.7,10349.8,21.09,ok
13805,10316.3,10353.7,37.48,ok
5794,10313.4,10377.8,64.43,ok
23470,10353.7,10384.1,30.33,ok
9876,10377.8,10396.2,18.36,ok
25937,10396.2,10408.2,12.03,ok
26805,10384.1,10412.9,28.77,ok
26327,10412.9,10431.6,18.71,ok
10795,10408.2,10446.9,38.65,ok
11063,9952.0,10449.0,497.08,ok
26718,10349.8,10453.4,103.63,ok
5765,10449.0,10459.7,10.66,ok
26608,10446.9,10472.0,25.09,ok
19186,10453.4,10509.0,55.56,ok
25324,10472.0,10513.7,41.74,ok
10319,10050.6,10520.7,470.01,ok
11729,10431.6,10545.8,114.21,ok
15906,9951.6,,600,timeout
26276,10520.7,10553.2,32.51,ok
11968,10459.7,10571.6,111.86,ok
4383,10551.8,10579.9,28.11,ok
12889,10509.0,10581.0,72.0,ok
6373,10571.6,10592.9,21.3,ok
25834,10579.9,10598.6,18.71,ok
25968,10581.0,10612.3,31.27,ok
15326,10553.2,10619.7,66.55,ok
15010,10513.7,10633.6,119.84,ok
25804,10612.3,10646.0,33.69,ok
26741,10619.7,10654.9,35.12,ok
7857,10633.6,10668.5,34.9,ok
26456,10654.9,10686.7,31.89,ok
26787,10545.8,10710.7,164.88,ok
14438,10668.5,10713.4,44.93,ok
9173,10598.6,10758.1,159.41,ok
11800,10713.4,10758.6,45.17,ok
11614,10161.3,,600,timeout
22624,10761.4,10793.3,31.89,ok
9057,10646.0,10793.6,147.66,ok
9000,10710.7,10805.2,94.56,ok
8925,10793.6,10814.8,21.19,ok
26673,10215.9,,600,timeout
5216,10686.7,10816.1,129.37,ok
26382,10814.8,10819.4,4.55,ok
26214,10816.0,10832.5,16.48,ok
25305,10805.2,10834.8,29.56,ok
10073,10819.4,10856.8,37.39,ok
26201,10793.3,10863.3,70.01,ok
26508,10758.6,10867.5,108.86,ok
7565,10816.1,10881.6,65.46,ok
11964,10834.8,10889.2,54.39,ok
26425,10863.3,10905.6,42.28,ok
10087,10856.8,10927.3,70.49,ok
17034,10832.5,10934.9,102.43,ok
10653,10867.5,10949.8,82.33,ok
26496,10905.6,10959.3,53.64,ok
11082,10881.6,10970.0,88.44,ok
15077,10927.3,10971.3,44.02,ok
25478,10934.9,10976.9,42.02,ok
12305,10949.8,11000.1,50.34,ok
14569,10959.3,11025.1,65.79,ok
18011,10976.9,11031.5,54.59,ok
11439,10758.1,11062.1,303.98,ok
17471,10971.3,11063.9,92.54,ok
26353,10970.0,11084.9,114.82,ok
26294,11025.1,11103.5,78.39,ok
11822,11031.5,11119.6,88.09,ok
25279,11000.1,11123.7,123.58,ok
14308,11063.9,11135.3,71.46,ok
26668,11062.1,11140.6,78.5,ok
10538,11084.9,11142.4,57.55,ok
11778,11103.5,11158.7,55.19,ok
4291,11123.7,11161.5,37.8,ok
15243,11142.4,11181.3,38.88,ok
15015,11135.3,11186.6,51.25,ok
3609,10592.9,,600,timeout
26243,11181.3,11205.4,24.12,ok
26813,11158.7,11205.7,47.01,ok
7559,11119.6,11220.5,100.85,ok
14319,11186.6,11233.1,46.51,ok
10948,11193.0,11233.9,40.9,ok
26115,10889.2,11248.1,358.94,ok
7436,11205.4,11257.3,51.88,ok
25977,11140.6,11279.7,139.17,ok
25435,11161.5,11297.0,135.47,ok
3924,11233.1,11310.8,77.67,ok
10075,11205.7,11315.5,109.83,ok
25788,11279.7,11323.7,43.98,ok
24675,11257.3,11325.7,68.45,ok
26263,11297.0,11346.5,49.5,ok
17168,11220.5,11355.3,134.87,ok
12950,11315.5,11371.0,55.46,ok
10001,11346.5,11393.2,46.73,ok
18038,11233.9,11396.5,162.59,ok
26818,11355.3,11397.6,42.27,ok
15474,11325.7,11407.1,81.27,ok
10322,11323.7,11413.3,89.62,ok
11555,11248.1,11415.3,167.12,ok
15832,11371.0,11416.3,45.31,ok
11399,11310.8,11443.5,132.71,ok
4601,11393.2,11453.9,60.7,ok
25315,11413.3,11463.9,50.52,ok
12381,11396.5,11475.4,78.99,ok
13640,11397.6,11484.1,86.48,ok
15092,11416.3,11499.3,83.0,ok
25882,11443.5,11506.2,62.66,ok
25498,11407.1,11521.4,114.33,ok
18656,11415.3,11541.1,125.79,ok
7488,11475.4,11568.0,92.52,ok
12050,11499.3,11571.2,71.88,ok
15049,11453.9,11573.9,119.98,ok
26637,11521.4,11586.4,64.99,ok
11482,11506.2,11595.2,88.98,ok
26373,11541.1,11607.9,66.79,ok
26067,11568.0,11621.4,53.42,ok
26520,11484.1,11636.7,152.64,ok
11598,11463.9,11647.1,183.21,ok
17856,11586.4,11652.2,65.78,ok
25320,11595.2,11675.3,80.18,ok
11512,11607.9,11676.3,68.39,ok
15149,11571.2,11683.9,112.76,ok
15348,11573.9,11694.5,120.61,ok
25824,11647.1,11697.4,50.35,ok
14904,11675.3,11714.4,39.08,ok
9990,11652.2,11716.6,64.45,ok
25464,11621.4,11733.7,112.29,ok
17182,11636.7,11736.7,99.95,ok
25715,11683.9,11739.6,55.68,ok
15078,11694.5,11756.9,62.33,ok
25409,11697.4,11766.4,69.0,ok
14738,11716.6,11782.4,65.77,ok
7660,11733.7,11794.9,61.24,ok
9421,11676.3,11821.6,145.35,ok
26240,11739.6,11831.7,92.08,ok
15697,11736.7,11846.8,110.13,ok
13012,11714.4,11873.6,159.18,ok
14451,11756.9,11914.5,157.64,ok
3955,11766.4,11936.5,170.0,ok
6388,11831.7,11948.4,116.72,ok
12518,11782.4,11960.3,177.84,ok
25470,11873.6,11974.3,100.66,ok
14674,11914.5,11983.6,69.13,ok
25445,11794.9,12003.2,208.29,ok
17817,11936.5,12004.8,68.36,ok
16494,11821.6,12020.8,199.14,ok
5069,11960.3,12027.7,67.43,ok
26027,11974.3,12057.3,83.0,ok
26112,12003.2,12078.5,75.24,ok
8198,12004.8,12095.4,90.58,ok
18604,11983.6,12097.9,114.28,ok
26165,12020.8,12101.8,81.0,ok
25585,12057.3,12125.2,67.9,ok
13216,11846.8,12141.1,294.25,ok
26283,12078.5,12143.8,65.39,ok
11810,12095.4,12155.2,59.74,ok
26005,12097.9,12167.6,69.63,ok
25259,12027.7,12180.5,152.77,ok
25648,12101.8,12189.8,87.99,ok
12849,11948.4,12213.8,265.39,ok
11028,12141.1,12224.7,83.58,ok
25384,12143.8,12246.9,103.07,ok
26245,12155.2,12257.9,102.69,ok
6836,12189.8,12265.9,76.09,ok
25629,12167.6,12287.3,119.72,ok
7609,12125.2,12302.3,177.12,ok
10109,12213.8,12355.2,141.42,ok
14075,12257.9,12357.1,99.24,ok
25752,12224.7,12362.4,137.77,ok
23711,12180.5,12374.0,193.53,ok
13458,12265.9,12377.7,111.81,ok
26486,12302.3,12400.5,98.21,ok
26658,12246.9,12409.4,162.49,ok
25545,12355.2,12423.4,68.11,ok
20054,12357.1,12438.3,81.14,ok
11844,12362.4,12441.2,78.77,ok
22566,12400.5,12455.0,54.52,ok
4399,12377.7,12470.0,92.32,ok
12102,12438.3,12485.9,47.66,ok
26710,12287.3,12486.9,199.64,ok
10506,12409.4,12506.3,96.87,ok
8569,12455.0,12515.0,59.94,ok
25344,12423.4,12526.4,103.08,ok
25585,12441.2,12537.7,96.49,ok
17182,12485.9,12591.4,105.51,ok
14674,12515.0,12603.4,88.39,ok
9000,12506.3,12606.3,100.0,ok
26327,12526.4,12619.6,93.17,ok
25871,12537.7,12635.9,98.16,ok
13216,12470.0,12672.1,202.1,ok
26522,12374.0,12676.8,302.83,ok
7587,12606.3,12693.3,87.03,ok
12849,12486.9,12713.4,226.48,ok
17817,12619.6,12716.9,97.24,ok
25834,12635.9,12722.4,86.52,ok
26040,12603.4,12747.0,143.64,ok
13458,12713.4,12768.6,55.2,ok
14569,12693.3,12777.7,84.43,ok
25467,12672.1,12780.3,108.18,ok
17471,12676.8,12787.6,110.77,ok
25715,12747.0,12802.8,55.73,ok
10229,12768.6,12819.8,51.19,ok
23711,12591.4,12829.3,237.83,ok
26373,12780.3,12841.1,60.86,ok
8925,12777.7,12852.3,74.51,ok
7436,12787.6,12853.5,65.86,ok
25885,12819.8,12867.3,47.53,ok
11810,12802.8,12875.1,72.31,ok
15149,12716.9,12885.9,169.05,ok
10506,12853.5,12918.8,65.34,ok
25824,12852.3,12932.1,79.82,ok
25714,12867.3,12951.1,83.74,ok
5114,12875.1,12967.7,92.6,ok
26283,12885.9,12976.3,90.42,ok
9173,12722.4,12983.9,261.55,ok
11334,12932.1,13001.5,69.44,ok
25783,12918.8,13011.2,92.43,ok
26353,12841.1,13025.7,184.55,ok
26508,12829.3,13032.1,202.87,ok
25315,12976.3,13041.5,65.2,ok
26439,12983.9,13059.1,75.13,ok
25712,13011.2,13062.2,50.94,ok
12381,12951.1,13077.7,126.62,ok
10322,12967.7,13089.2,121.52,ok
3924,13032.1,13105.8,73.65,ok
10653,13001.5,13117.1,115.58,ok
18038,13062.2,13172.0,109.79,ok
26787,13025.7,13196.7,171.01,ok
15015,13077.7,13198.9,121.24,ok
7787,13089.2,13218.0,128.75,ok
25445,13041.5,13221.2,179.65,ok
10319,13105.8,13231.7,125.92,ok
15078,13172.0,13240.9,68.92,ok
9990,13117.1,13242.9,125.76,ok
14051,13221.2,13257.8,36.62,ok
10073,13231.7,13262.4,30.69,ok
26673,13198.9,13268.2,69.23,ok
7660,13218.0,13283.3,65.3,ok
11822,13242.9,13318.0,75.1,ok
26522,13059.1,13323.9,264.79,ok
5794,13240.9,13347.3,106.37,ok
11968,13196.7,13359.3,162.58,ok
16115,13262.4,13380.8,118.34,ok
4693,13318.0,13405.2,87.15,ok
26025,13257.8,13408.2,150.44,ok
26112,13323.9,13426.6,102.72,ok
11399,13268.2,13435.1,166.95,ok
15326,13347.3,13442.7,95.41,ok
26818,13380.8,13444.8,64.08,ok
26243,13408.2,13447.3,39.01,ok
26810,13405.2,13450.1,44.99,ok
26456,13426.6,13469.1,42.53,ok
26214,13444.8,13481.0,36.2,ok
9876,13442.7,13482.3,39.63,ok
26027,13359.3,13496.4,137.11,ok
6107,13283.3,13507.8,224.5,ok
14075,13481.0,13519.8,38.73,ok
26005,13450.1,13520.9,70.8,ok
25629,13447.3,13526.9,79.67,ok
12982,13469.1,13529.0,59.85,ok
6531,13482.3,13532.5,50.13,ok
15243,13507.8,13542.8,35.01,ok
10538,13526.9,13559.3,32.33,ok
10109,13435.1,13570.1,134.94,ok
11439,13519.8,13601.2,81.41,ok
26426,13559.3,13602.8,43.5,ok
6373,13570.1,13613.3,43.26,ok
4291,13601.2,13623.3,22.06,ok
15049,13532.5,13640.5,108.06,ok
5216,13529.0,13643.9,114.95,ok
26281,13542.8,13651.1,108.25,ok
13132,13520.9,13663.8,142.86,ok
12102,13623.3,13669.4,46.13,ok
18604,13613.3,13686.1,72.72,ok
12950,13663.8,13688.4,24.63,ok
18656,13640.5,13715.1,74.61,ok
25320,13643.9,13723.0,78.99,ok
26321,13651.1,13731.3,80.29,ok
26294,13688.4,13760.4,71.98,ok
14018,13731.3,13766.0,34.63,ok
13237,13686.1,13774.8,88.69,ok
10795,13669.4,13779.8,110.46,ok
26712,13760.4,13780.5,20.01,ok
25577,13723.0,13796.4,73.47,ok
24675,13779.8,13810.3,30.46,ok
25478,13774.8,13810.9,36.16,ok
11063,13602.8,13825.5,222.74,ok
26520,13715.1,13836.6,121.42,ok
26660,13810.9,13841.8,30.89,ok
10087,13766.0,13864.7,98.75,ok
26256,13780.5,13876.8,96.38,ok
25804,13825.5,13888.0,62.5,ok
26479,13836.6,13898.5,61.88,ok
7565,13796.4,13912.5,116.06,ok
26201,13810.3,13919.9,109.6,ok
9618,13876.8,13936.4,59.53,ok
3609,13496.4,13940.7,444.32,ok
13640,13841.8,13951.7,109.83,ok
25425,13898.5,13953.0,54.54,ok
6836,13936.4,13965.2,28.89,ok
17856,13912.5,13967.1,54.62,ok
17332,13864.7,13981.9,117.13,ok
26741,13940.7,13993.4,52.64,ok
18457,13951.7,13997.7,46.06,ok
26165,13953.0,14003.6,50.6,ok
26614,13965.2,14015.5,50.21,ok
11778,13967.1,14027.8,60.64,ok
26749,13888.0,14040.4,152.32,ok
25435,13919.9,14040.8,120.92,ok
26720,14003.6,14064.7,61.12,ok
11614,13997.7,14074.5,76.76,ok
25545,14015.5,14079.8,64.33,ok
11800,13993.4,14096.5,103.17,ok
16494,14027.8,14147.7,119.95,ok
19186,14040.8,14149.5,108.65,ok
14451,13981.9,14168.7,186.81,ok
6388,14074.5,14181.1,106.57,ok
22566,14096.5,14188.5,91.93,ok
25746,14147.7,14204.7,56.91,ok
12518,14040.4,14205.1,164.73,ok
11555,14064.7,14206.3,141.54,ok
25324,14181.1,14217.5,36.41,ok
8812,14079.8,14222.0,142.19,ok
13805,14149.5,14235.1,85.56,ok
11028,14204.7,14264.5,59.87,ok
26637,14205.1,14275.7,70.56,ok
14438,14217.5,14296.8,79.34,ok
25977,14188.5,14315.1,126.59,ok
11512,14222.0,14326.1,104.16,ok
15348,14206.3,14328.9,122.55,ok
11769,14264.5,14342.9,78.36,ok
25648,14275.7,14350.6,74.95,ok
25788,14326.1,14366.0,39.9,ok
8198,14315.1,14372.8,57.77,ok
25882,14328.9,14387.4,58.46,ok
9057,14168.7,14389.3,220.66,ok
26276,14350.6,14398.4,47.82,ok
9421,14296.8,14426.6,129.84,ok
26245,14366.0,14446.1,80.07,ok
16495,14235.1,14450.4,215.35,ok
18011,14389.3,14456.2,66.83,ok
10543,14342.9,14478.0,135.14,ok
11844,14398.4,14486.8,88.33,ok
10948,14446.1,14506.6,60.43,ok
25305,14450.4,14512.1,61.72,ok
9547,14426.6,14514.5,87.88,ok
8309,14486.8,14538.1,51.32,ok
26805,14512.1,14558.5,46.32,ok
3955,14387.4,14561.9,174.56,ok
4601,14478.0,14584.9,106.88,ok
26067,14514.5,14597.5,82.95,ok
8793,14538.1,14604.4,66.27,ok
26486,14561.9,14618.1,56.22,ok
15474,14506.6,14634.3,127.69,ok
26022,14558.5,14645.1,86.64,ok
10260,14584.9,14720.7,135.78,ok
25752,14597.5,14732.3,134.84,ok
26368,14604.4,14737.3,132.89,ok
15906,14634.3,14764.4,130.01,ok
26115,14372.8,14781.7,408.85,ok
26382,14732.3,14787.5,55.17,ok
25397,14456.2,14798.1,341.96,ok
25344,14645.1,14801.0,155.88,ok
5765,14764.4,14806.0,41.61,ok
26144,14781.7,14814.5,32.82,ok
25384,14618.1,14816.8,198.66,ok
15092,14787.5,14836.5,49.05,ok
25469,14801.0,14854.0,52.98,ok
2895,14806.0,14860.4,54.42,ok
10075,14737.3,14860.7,123.48,ok
13012,14720.7,14876.7,155.95,ok
14308,14816.8,14887.8,70.97,ok
7857,14836.5,14896.6,60.05,ok
26496,14854.0,14904.5,50.46,ok
17875,14798.1,14911.9,113.81,ok
11964,14860.7,14925.0,64.27,ok
15077,14887.8,14949.6,61.86,ok
17034,14814.5,14966.3,151.8,ok
17970,14904.5,14971.2,66.74,ok
7488,14876.7,14979.4,102.69,ok
25937,14911.9,14985.3,73.36,ok
14203,14925.0,14995.6,70.55,ok
4741,14896.6,15004.1,107.44,ok
25470,14949.6,15008.9,59.28,ok
26710,14860.4,15022.7,162.28,ok
15832,14971.2,15027.0,55.83,ok
14342,14985.3,15043.9,58.63,ok
12305,14995.6,15048.1,52.51,ok
9614,15004.1,15067.8,63.71,ok
11729,14966.3,15093.9,127.63,ok
25631,14979.4,15101.7,122.31,ok
26718,15027.0,15107.7,80.66,ok
25498,15022.7,15119.8,97.05,ok
12343,15043.9,15124.7,80.74,ok
14319,15048.1,15158.5,110.41,ok
7609,15008.9,15172.1,163.14,ok
12889,15067.8,15180.6,112.82,ok
26668,15101.7,15194.9,93.21,ok
26210,15119.8,15207.8,88.02,ok
25409,15124.7,15211.3,86.58,ok
14904,15158.5,15226.6,68.14,ok
10001,15180.6,15236.0,55.39,ok
26414,15093.9,15239.9,145.92,ok
15697,15107.7,15246.9,139.24,ok
22624,15172.1,15257.7,85.67,ok
25464,15211.3,15302.7,91.46,ok
15014,15207.8,15309.7,101.91,ok
9953,15239.9,15319.6,79.69,ok
17168,15226.6,15323.2,96.55,ok
26517,15257.7,15325.8,68.06,ok
25934,15246.9,15346.6,99.68,ok
26752,15302.7,15354.3,51.54,ok
11598,15194.9,15354.6,159.7,ok
26608,15309.7,15375.5,65.8,ok
11482,15319.6,15384.4,64.89,ok
25968,15346.6,15389.7,43.04,ok
4383,15354.3,15399.6,45.29,ok
26240,15323.2,15403.9,80.73,ok
26324,15384.4,15410.2,25.76,ok
15150,15236.0,15416.1,180.07,ok
20054,15375.5,15436.2,60.69,ok
26263,15389.7,15440.3,50.62,ok
25527,15399.6,15447.9,48.37,ok
10601,15403.9,15457.3,53.39,ok
7559,15410.2,15464.3,54.04,ok
4399,15416.1,15481.4,65.34,ok
23470,15354.6,15496.4,141.75,ok
12050,15447.9,15499.6,51.63,ok
25831,15457.3,15509.0,51.69,ok
11082,15436.2,15523.8,87.6,ok
14738,15464.3,15534.1,69.82,ok
5069,15496.4,15551.0,54.69,ok
26425,15481.4,15553.4,72.03,ok
26658,15325.8,15560.9,235.08,ok
25279,15440.3,15565.4,125.14,ok
26783,15534.1,15575.2,41.12,ok
26813,15551.0,15600.1,49.05,ok
7073,15509.0,15608.6,99.54,ok
15010,15523.8,15612.2,88.41,ok
25259,15499.6,15627.6,128.08,ok
11964,15560.9,15633.0,72.15,ok
14342,15575.2,15643.9,68.71,ok
14203,15612.2,15671.8,59.55,ok
25714,15608.6,15676.9,68.36,ok
17922,15553.4,15689.4,135.94,ok
26414,15565.4,15702.4,136.95,ok
5765,15643.9,15707.0,63.09,ok
7436,15671.8,15719.1,47.34,ok
26658,15600.1,15743.9,143.78,ok
15049,15627.6,15751.3,123.68,ok
26425,15702.4,15765.8,63.38,ok
17817,15689.4,15767.9,78.53,ok
14308,15719.1,15791.6,72.5,ok
25478,15743.9,15807.1,63.21,ok
9173,15633.0,15841.7,208.69,ok
26787,15676.9,15849.4,172.44,ok
15015,15765.8,15868.7,102.95,ok
6388,15791.6,15880.8,89.17,ok
10260,15707.0,15904.6,197.63,ok
11822,15807.1,15916.6,109.51,ok
17168,15767.9,15930.6,162.67,ok
11598,15751.3,15935.9,184.55,ok
11028,15868.7,15963.2,94.47,ok
7073,15841.7,15964.8,123.06,ok
9876,15916.6,15980.2,63.58,ok
26368,15930.6,15994.4,63.8,ok
26067,15935.9,15995.3,59.44,ok
25834,15963.2,16000.0,36.76,ok
25527,15964.8,16027.0,62.19,ok
9547,15904.6,16035.6,131.0,ok
26040,15849.4,16038.0,188.65,ok
26373,15980.2,16052.4,72.2,ok
25470,15995.3,16055.7,60.42,ok
25435,15880.8,16061.1,180.27,ok
12343,16027.0,16064.0,37.04,ok
10319,16000.0,16070.4,70.44,ok
26712,16052.4,16076.7,24.31,ok
26281,15994.4,16088.2,93.82,ok
10506,16038.0,16113.7,75.69,ok
15326,16055.7,16117.5,61.77,ok
26210,16064.0,16151.8,87.81,ok
16494,16035.6,16153.0,117.32,ok
25467,16061.1,16156.1,95.0,ok
26382,16117.5,16158.2,40.66,ok
11399,16088.2,16205.0,116.81,ok
25831,16151.8,16212.7,60.91,ok
17034,16113.7,16222.9,109.18,ok
26508,16070.4,16229.7,159.24,ok
10322,16153.0,16261.7,108.79,ok
26214,16212.7,16270.1,57.38,ok
23711,16076.7,16295.7,218.95,ok
10087,16222.9,16313.5,90.63,ok
11063,16156.1,16315.5,159.46,ok
7787,16229.7,16316.0,86.39,ok
11482,16261.7,16326.8,65.04,ok
25631,16205.0,16338.6,133.61,ok
26668,16270.1,16350.5,80.32,ok
10948,16295.7,16350.5,54.77,ok
14569,16313.5,16384.2,70.7,ok
26263,16315.5,16395.1,79.55,ok
26027,16326.8,16402.2,75.46,ok
9057,16158.2,16403.4,245.25,ok
15014,16316.0,16416.0,99.96,ok
11769,16384.2,16417.1,32.85,ok
13458,16395.1,16425.0,29.92,ok
26240,16350.5,16445.4,94.88,ok
25320,16350.5,16450.6,100.09,ok
9614,16402.2,16452.6,50.34,ok
15078,16403.4,16458.5,55.09,ok
18011,16425.0,16460.2,35.19,ok
12889,16338.6,16479.7,141.06,ok
7488,16452.6,16522.8,70.2,ok
8569,16458.5,16537.6,79.06,ok
25464,16445.4,16544.0,98.63,ok
17332,16416.0,16553.7,137.66,ok
14904,16460.2,16558.4,98.22,ok
26243,16522.8,16572.8,50.04,ok
26276,16553.7,16577.1,23.39,ok
2895,16544.0,16584.4,40.39,ok
5794,16450.6,16591.9,141.38,ok
6531,16558.4,16608.2,49.73,ok
17182,16572.8,16642.5,69.66,ok
13012,16479.7,16660.2,180.48,ok
14051,16584.4,16661.1,76.66,ok
16495,16537.6,16678.5,140.85,ok
25648,16591.9,16689.8,97.87,ok
26486,16660.2,16711.2,51.0,ok
17922,16577.1,16711.7,134.61,ok
26321,16608.2,16720.7,112.57,ok
25715,16711.7,16745.3,33.58,ok
25425,16711.2,16747.1,35.86,ok
11614,16678.5,16779.8,101.32,ok
26520,16745.3,16797.9,52.59,ok
25344,16689.8,16817.0,127.16,ok
11800,16747.1,16850.0,102.91,ok
7609,16661.1,16860.0,198.94,ok
25259,16720.7,16865.1,144.37,ok
17970,16817.0,16869.5,52.56,ok
12305,16850.0,16881.5,31.58,ok
14738,16797.9,16892.6,94.78,ok
24675,16860.0,16903.0,42.94,ok
26522,16642.5,16932.0,289.49,ok
11968,16779.8,16961.1,181.29,ok
25804,16881.5,16983.6,102.07,ok
26353,16865.1,16990.5,125.36,ok
12050,16983.6,16993.7,10.14,ok
26805,16903.0,16998.4,95.45,ok
9990,16961.1,17007.3,46.18,ok
25746,16990.5,17016.1,25.64,ok
3609,16417.1,,600,timeout
4601,16932.0,17032.9,100.91,ok
26456,17007.3,17051.5,44.2,ok
10001,17016.1,17071.5,55.42,ok
6107,16869.5,17080.8,211.3,ok
14674,17017.2,17089.6,72.43,ok
15474,16892.6,17092.1,199.41,ok
8198,17032.9,17105.8,72.84,ok
