query_order,qid,arrival_time_s,round
1156,26741,17623.533,4
1157,26805,17629.965,4
1158,26245,17634.320,4
1159,25642,17643.750,4
1160,25914,17660.711,4
1161,15889,17686.797,4
1162,25757,17694.388,4
1163,26813,17696.007,4
1164,26720,17706.754,4
1165,7974,17723.040,4
1166,15906,17750.840,4
1167,26783,17757.871,4
1168,25824,17773.505,4
1169,6537,17787.593,4
1170,11769,17792.910,4
1171,11358,17794.626,4
1172,21454,17795.616,4
1173,11778,17862.417,4
1174,25441,17877.766,4
1175,25073,17907.419,4
1176,9590,17911.959,4
1177,26368,17930.583,4
1178,25831,17964.020,4
1179,26517,17969.344,4
1180,25753,17971.781,4
1181,16494,17993.533,4
1182,25919,18028.025,4
1183,26810,18052.580,4
1184,26144,18076.900,4
1185,11775,18090.645,4
1186,15243,18106.851,4
1187,10506,18123.978,4
1188,17471,18143.141,4
1189,26479,18159.122,4
1190,10543,18248.809,4
1191,11487,18253.314,4
1192,5726,18261.448,4
1193,26537,18268.820,4
1194,12381,18269.360,4
1195,13074,18287.828,4
1196,15092,18300.559,4
1197,26201,18303.718,4
1198,9173,18323.168,4
1199,25650,18326.940,4
1200,10653,18338.414,4
1201,25804,18361.464,4
1202,25545,18397.015,4
1203,14018,18413.730,4
1204,15832,18424.349,4
1205,10260,18452.354,4
1206,25340,18479.903,4
1207,4601,18511.275,4
1208,9474,18514.273,4
1209,25871,18515.813,4
1210,25251,18517.867,4
1211,26789,18522.356,4
1212,26230,18547.137,4
1213,11557,18568.727,4
1214,18457,18571.760,4
1215,15697,18588.838,4
1216,12849,18594.972,4
1217,26668,18596.375,4
1218,17856,18602.959,4
1219,26590,18623.410,4
1220,17168,18628.913,4
1221,25635,18652.187,4
1222,26414,18658.223,4
1223,25292,18662.751,4
1224,15077,18667.974,4
1225,26028,18696.553,4
1226,26637,18706.091,4
1227,11964,18736.284,4
1228,7073,18749.425,4
1229,26569,18792.742,4
1230,26210,18793.850,4
1231,9593,18826.881,4
1232,10075,18837.293,4
1233,26800,18867.610,4
1234,25631,18874.821,4
1235,17970,18880.136,4
1236,13808,18880.970,4
1237,25405,18909.856,4
1238,17987,18912.073,4
1239,13458,18915.426,4
1240,11822,18923.320,4
1241,7488,18935.958,4
1242,19667,18971.525,4
1243,13580,18980.700,4
1244,25916,18986.406,4
1245,26243,19005.270,4
1246,9000,19027.910,4
1247,25324,19037.939,4
1248,11334,19052.895,4
1249,12102,19055.813,4
1250,12050,19070.911,4
1251,12340,19070.981,4
1252,25788,19075.775,4
1253,4443,19097.256,4
1254,3924,19100.026,4
1255,16171,19121.716,4
1256,26456,19131.803,4
1257,8925,19153.435,4
1258,11831,19154.817,4
1259,17182,19169.115,4
1260,15385,19184.171,4
1261,15150,19191.918,4
1262,14308,19242.345,4
1263,8812,19249.596,4
1264,26440,19250.173,4
1265,14738,19253.509,4
1266,10601,19260.514,4
1267,26496,19260.727,4
1268,26818,19266.560,4
1269,25486,19293.427,4
1270,12046,19296.599,4
1271,17597,19313.539,4
1272,26289,19328.319,4
1273,4383,19332.611,4
1274,25518,19350.350,4
1275,26787,19356.682,4
1276,26710,19358.752,4
1277,11499,19366.009,4
1278,17332,19379.334,4
1279,11482,19382.076,4
1280,25648,19408.121,4
1281,7660,19413.433,4
1282,26494,19418.588,4
1283,25478,19438.108,4
1284,25386,19451.717,4
1285,7565,19457.900,4
1286,11063,19490.736,4
1287,25343,19571.699,4
1288,10538,19577.994,4
1289,23782,19612.742,4
1290,26038,19619.419,4
1291,6531,19622.550,4
1292,25704,19666.922,4
1293,26115,19704.476,4
1294,25585,19712.223,4
1295,25383,19716.113,4
1296,8332,19735.596,4
1297,26294,19737.706,4
1298,5765,19757.574,4
1299,4291,19770.937,4
1300,26025,19773.713,4
1301,25464,19780.563,4
1302,26426,19796.334,4
1303,15015,19796.905,4
1304,26022,19828.283,4
1305,11968,19832.714,4
1306,25791,19844.191,4
1307,25467,19844.939,4
1308,23072,19923.483,4
1309,26263,19939.753,4
1310,11844,19955.654,4
1311,14451,19955.953,4
1312,25838,19973.508,4
1313,14155,19981.596,4
1314,8194,19988.773,4
1315,26755,20000.660,4
1316,26522,20010.308,4
1317,26067,20012.801,4
1318,12860,20030.623,4
1319,25445,20045.549,4
1320,26454,20050.923,4
1321,13805,20067.179,4
1322,11082,20083.471,4
1323,26425,20088.191,4
1324,14342,20102.148,4
1325,25739,20104.361,4
1326,25714,20130.998,4
1327,26283,20132.661,4
1328,25397,20151.689,4
1329,11439,20153.568,4
1330,25856,20155.384,4
1331,18011,20157.069,4
1332,8706,20160.391,4
1333,8569,20163.733,4
1334,15474,20168.311,4
1335,25408,20179.419,4
1336,6523,20182.798,4
1337,25673,20201.030,4
1338,26712,20206.281,4
1339,6107,20206.884,4
1340,25454,20217.172,4
1341,25480,20220.664,4
1342,6607,20261.238,4
1343,26670,20267.259,4
1344,26137,20267.300,4
1345,14319,20284.004,4
1346,26373,20319.612,4
1347,2895,20346.660,4
1348,25305,20363.246,4
1349,25079,20365.669,4
1350,10073,20367.085,4
1351,9594,20377.837,4
1352,26462,20397.124,4
1353,25469,20398.726,4
1354,7018,20403.159,4
1355,25013,20407.102,4
1356,11800,20474.302,4
1357,13995,20479.567,4
1358,9990,20488.929,4
1359,5066,20490.506,4
1360,15574,20493.386,4
1361,25715,20493.990,4
1362,14203,20499.139,4
1363,8139,20523.401,4
1364,26214,20529.026,4
1365,18542,20549.148,4
1366,26276,20550.645,4
1367,26350,20571.940,4
1368,25911,20572.645,4
1369,24380,20601.303,4
1370,26465,20617.634,4
1371,25280,20620.438,4
1372,26439,20627.074,4
1373,14438,20635.711,4
1374,13483,20650.296,4
1375,26240,20681.910,4
1376,13423,20683.374,4
1377,17832,20708.682,4
1378,12343,20711.711,4
1379,25834,20719.393,4
1380,8218,20768.568,4
1381,10319,20773.327,4
1382,26730,20780.636,4
1383,25344,20809.160,4
1384,14672,20833.294,4
1385,18404,20848.992,4
1386,5794,20872.904,4
1387,7510,20874.704,4
1388,10948,20892.573,4
1389,13597,20893.479,4
1390,26352,20936.310,4
1391,26040,20938.915,4
1392,25259,20946.983,4
1393,13837,20960.385,4
1394,26728,20984.697,4
1395,23470,21001.714,4
1396,16119,21004.713,4
1397,11555,21011.878,4
1398,26112,21018.539,4
1399,7083,21018.978,4
1400,17987,21036.280,5
1401,15906,21063.632,5
1402,8569,21118.060,5
1403,10001,21120.160,5
1404,25635,21158.121,5
1405,25386,21159.919,5
1406,25704,21167.866,5
1407,7974,21168.572,5
1408,26240,21173.121,5
1409,17832,21178.780,5
1410,26479,21197.069,5
1411,26414,21214.064,5
1412,26800,21235.949,5
1413,26038,21248.842,5
1414,8332,21261.329,5
1415,15697,21318.508,5
1416,25324,21335.131,5
1417,26810,21341.325,5
1418,5726,21352.432,5
1419,15015,21370.521,5
1420,26352,21372.022,5
1421,26522,21388.280,5
1422,15385,21392.567,5
1423,15243,21398.931,5
1424,25494,21415.850,5
1425,3050,21423.139,5
1426,23782,21450.537,5
1427,3609,21462.795,5
1428,11028,21528.880,5
1429,5794,21529.722,5
1430,9614,21545.189,5
1431,25462,21547.749,5
1432,26668,21576.091,5
1433,25993,21604.736,5
1434,12305,21635.272,5
1435,26508,21636.439,5
1436,14569,21646.588,5
1437,22566,21650.722,5
1438,11844,21703.393,5
1439,15150,21704.168,5
1440,10260,21707.947,5
1441,26494,21723.411,5
1442,9990,21731.156,5
1443,7510,21735.174,5
1444,26137,21744.391,5
1445,26067,21768.628,5
1446,16119,21777.544,5
1447,26660,21806.674,5
1448,26806,21815.562,5
1449,13483,21817.458,5
1450,26256,21827.776,5
1451,7018,21843.669,5
1452,10087,21845.293,5
1453,17471,21853.267,5
1454,5216,21865.485,5
1455,15217,21865.487,5
1456,14018,21866.917,5
1457,14674,21880.819,5
1458,13580,21895.296,5
1459,14319,21900.745,5
1460,10229,21911.395,5
1461,25788,21914.871,5
1462,25405,21931.568,5
1463,18032,21976.611,5
1464,25739,21983.384,5
1465,4601,21984.221,5
1466,13458,21988.004,5
1467,13712,21997.094,5
1468,7565,22009.413,5
1469,25791,22023.918,5
1470,11333,22033.530,5
1471,6531,22049.587,5
1472,11499,22068.465,5
1473,7660,22070.281,5
1474,26112,22091.645,5
1475,15792,22095.405,5
1476,24380,22101.669,5
1477,7609,22128.238,5
1478,16171,22178.284,5
1479,25673,22183.463,5
1480,11487,22194.535,5
1481,15022,22212.699,5
1482,25545,22213.402,5
1483,17332,22216.092,5
1484,17697,22218.362,5
1485,26040,22237.289,5
1486,18404,22256.467,5
1487,25631,22258.164,5
1488,12046,22272.321,5
1489,26025,22275.437,5
1490,6537,22315.372,5
1491,25478,22322.858,5
1492,26787,22332.019,5
1493,23711,22354.828,5
1494,9000,22373.751,5
1495,8793,22375.461,5
1496,3955,22383.490,5
1497,15828,22422.673,5
1498,5765,22449.926,5
1499,25480,22463.257,5
1500,19186,22485.442,5
1501,26818,22494.424,5
1502,25757,22510.538,5
1503,26741,22557.456,5
1504,6107,22559.625,5
1505,26440,22569.987,5
1506,26426,22581.324,5
1507,26728,22582.071,5
1508,4383,22623.143,5
1509,18604,22650.521,5
1510,7559,22660.415,5
1511,25260,22671.064,5
1512,7488,22709.170,5
1513,12960,22712.095,5
1514,14672,22725.056,5
1515,26637,22744.724,5
1516,12860,22746.785,5
1517,18011,22754.136,5
1518,25746,22767.901,5
1519,26368,22800.045,5
1520,25469,22810.566,5
1521,23470,22817.850,5
1522,10538,22876.161,5
1523,17970,22913.299,5
1524,22018,22934.855,5
1525,10075,22939.649,5
1526,25650,22989.344,5
1527,10543,23042.191,5
1528,25280,23051.236,5
1529,11082,23053.383,5
1530,26327,23061.368,5
1531,9594,23079.428,5
1532,26783,23100.128,5
1533,15574,23105.455,5
1534,3924,23123.590,5
1535,12102,23153.157,5
1536,2895,23171.823,5
1537,19667,23212.942,5
1538,26294,23227.961,5
1539,26465,23231.325,5
1540,25518,23246.004,5
1541,9953,23251.153,5
1542,13808,23257.507,5
1543,11800,23274.245,5
1544,7886,23333.962,5
1545,14342,23349.713,5
1546,12950,23397.382,5
1547,25783,23407.896,5
1548,10948,23425.674,5
1549,15832,23431.511,5
1550,9590,23433.351,5
1551,10601,23439.864,5
1552,26569,23449.684,5
1553,22624,23462.366,5
1554,25415,23478.867,5
1555,25300,23486.973,5
1556,14075,23507.640,5
1557,11598,23535.259,5
1558,26752,23540.311,5
1559,15077,23568.500,5
1560,26736,23593.278,5
1561,21454,23604.373,5
1562,25641,23604.757,5
1563,25454,23607.113,5
1564,16494,23623.754,5
1565,25445,23627.099,5
1566,25916,23647.905,5
1567,18542,23650.537,5
1568,17168,23655.603,5
1569,6607,23659.929,5
1570,25832,23687.360,5
1571,11334,23704.957,5
1572,10653,23710.203,5
1573,25343,23731.215,5
1574,9474,23731.707,5
1575,26276,23756.940,5
1576,4741,23758.561,5
1577,11358,23788.940,5
1578,25305,23809.117,5
1579,25176,23839.136,5
1580,14738,23859.482,5
1581,26712,23871.840,5
1582,26718,23875.909,5
1583,11964,23898.918,5
1584,15049,23922.971,5
1585,26755,23928.059,5
1586,16740,23944.441,5
1587,15474,23983.595,5
1588,5066,23990.949,5
1589,8218,24038.044,5
1590,11482,24093.879,5
1591,26496,24099.503,5
1592,25397,24111.551,5
1593,25642,24111.747,5
1594,25753,24116.089,5
1595,11063,24130.625,5
1596,15889,24153.400,5
1597,25914,24184.017,5
1598,25079,24210.595,5
1599,11822,24246.964,5
1600,25834,24265.257,5
1601,10073,24280.903,5
1602,26230,24302.007,5
1603,15024,24313.872,5
1604,26373,24327.744,5
1605,26165,24350.196,5
1606,25510,24400.180,5
1607,13995,24405.406,5
1608,26520,24408.336,5
1609,8925,24425.553,5
1610,13940,24428.658,5
1611,25486,24431.521,5
1612,26710,24442.340,5
1613,26263,24449.443,5
1614,25320,24457.835,5
1615,10300,24470.035,5
1616,26214,24472.125,5
1617,8706,24485.280,5
1618,25464,24489.696,5
1619,25340,24495.716,5
1620,25344,24514.268,5
1621,25838,24516.791,5
1622,25715,24519.294,5
1623,25073,24525.137,5
1624,26425,24525.920,5
1625,17175,24566.328,5
1626,25831,24580.670,5
1627,26245,24596.935,5
1628,25251,24607.052,5
1629,14051,24619.805,5
1630,26813,24626.454,5
1631,11614,24649.444,5
1632,15348,24655.182,5
1633,25027,24658.908,5
1634,26243,24661.955,5
1635,8309,24663.015,5
1636,11557,24673.567,5
1637,26439,24681.633,5
1638,13132,24693.184,5
1639,18457,24694.631,5
1640,26462,24698.381,5
1641,11855,24701.981,5
1642,13012,24708.030,5
1643,20193,24714.743,5
1644,25259,24718.440,5
1645,8194,24739.395,5
1646,15092,24750.736,5
1647,14451,24836.134,5
1648,25313,24862.166,5
1649,14155,24921.721,5
1650,26350,24921.854,5
1651,9173,24938.436,5
1652,25623,24947.286,5
1653,5957,24982.515,5
1654,26030,24996.782,5
1655,25968,25011.340,5
1656,25526,25059.215,5
1657,25856,25076.427,5
1658,13597,25082.233,5
1659,25441,25119.375,5
1660,11628,25162.877,5
1661,9618,25170.191,5
1662,25644,25181.847,5
1663,12518,25186.833,5
1664,26028,25223.177,5
1665,12343,25249.075,5
1666,12050,25256.124,5
1667,12340,25280.479,5
1668,11778,25289.326,5
1669,26283,25289.998,5
1670,14438,25324.282,5
1671,25648,25327.489,5
1672,21150,25338.309,5
1673,26670,25382.718,5
1674,5114,25385.466,5
1675,25383,25432.414,5
1676,12381,25443.996,5
1677,25911,25444.106,5
1678,25804,25445.122,5
1679,26805,25461.767,5
1680,25467,25484.048,5
1681,25871,25514.079,5
1682,17856,25522.359,5
1683,7073,25524.005,5
1684,26789,25535.580,5
1685,17182,25553.778,5
1686,26730,25609.864,5
1687,7857,25632.252,5
1688,12849,25647.853,5
1689,26027,25689.992,5
1690,26456,25710.601,5
1691,26210,25713.105,5
1692,25292,25722.327,5
1693,26590,25728.372,5
1694,25714,25729.746,5
1695,25412,25730.583,5
1696,26720,25754.297,5
1697,24675,25766.546,5
1698,8139,25779.380,5
1699,11775,25783.255,5
1700,14308,25787.744,5
1701,25408,25795.110,5
1702,11968,25810.033,5
1703,11831,25818.544,5
1704,26115,25818.800,5
1705,26400,25835.581,5
1706,7083,25847.061,5
1707,26022,25862.445,5
1708,25824,25876.894,5
1709,26324,25898.050,5
1710,11729,25911.264,5
1711,10962,25929.368,5
1712,26217,25930.499,5
1713,25315,25969.975,5
1714,26517,25971.658,5
1715,11439,25994.847,5
1716,6523,26000.226,5
1717,17597,26001.583,5
1718,26454,26023.323,5
1719,26201,26031.959,5
1720,13063,26039.499,5
1721,4443,26055.713,5
1722,26486,26065.350,5
1723,25629,26076.786,5
1724,26144,26078.986,5
1725,26289,26086.425,5
1726,11769,26110.379,5
1727,13423,26122.214,5
1728,26537,26170.548,5
1729,25919,26172.882,5
1730,13805,26189.847,5
1731,11555,26226.677,5
1732,23072,26250.450,5
1733,9593,26270.052,5
1734,10506,26277.057,5
1735,25409,26321.834,5
1736,4291,26333.929,5
1737,18038,26346.077,5
1738,25585,26348.050,5
1739,10319,26348.125,5
1740,13837,26361.745,5
1741,10795,26373.300,5
1742,8812,26417.356,5
1743,13074,26422.807,5
1744,15078,26443.500,5
1745,19673,26478.580,5
1746,26680,26484.901,5
1747,13814,26492.883,5
1748,14203,26508.457,5
1749,25013,26519.235,5
1750,25832,26521.868,6
1751,25315,26525.610,6
1752,11628,26552.614,6
1753,25260,26555.855,6
1754,26800,26558.857,6
1755,22566,26582.973,6
1756,26217,26611.657,6
1757,26810,26640.253,6
1758,8309,26680.658,6
1759,25280,26758.202,6
1760,4383,26767.480,6
1761,9474,26779.446,6
1762,25585,26784.598,6
1763,26720,26785.644,6
1764,26028,26787.194,6
1765,17471,26806.591,6
1766,10948,26816.609,6
1767,11082,26822.635,6
1768,11614,26824.693,6
1769,11557,26840.677,6
1770,5114,26842.258,6
1771,25715,26856.753,6
1772,23470,26891.309,6
1773,19186,26897.046,6
1774,14051,26906.031,6
1775,25415,26920.401,6
1776,25486,26925.873,6
1777,10087,26939.035,6
1778,3955,26951.540,6
1779,13940,26958.340,6
1780,9594,26964.045,6
1781,4291,26972.432,6
1782,26425,26972.505,6
1783,8793,26976.744,6
1784,9990,26980.500,6
1785,12960,27000.695,6
1786,26668,27009.289,6
1787,26508,27036.788,6
1788,8569,27038.952,6
1789,11964,27058.758,6
1790,15348,27090.300,6
1791,26201,27099.622,6
1792,13597,27106.287,6
1793,13423,27111.754,6
1794,13458,27123.788,6
1795,17856,27126.687,6
1796,25804,27140.682,6
1797,9618,27168.340,6
1798,25027,27197.695,6
1799,26426,27199.957,6
1800,15828,27211.560,6
1801,26022,27216.142,6
1802,26736,27248.760,6
1803,10506,27249.953,6
1804,10075,27251.129,6
1805,25642,27251.411,6
1806,18604,27262.025,6
1807,17597,27262.501,6
1808,25834,27275.581,6
1809,9000,27283.372,6
1810,15243,27296.747,6
1811,25914,27332.263,6
1812,25073,27344.294,6
1813,26027,27356.055,6
1814,23782,27456.065,6
1815,15906,27465.647,6
1816,25409,27488.035,6
1817,26230,27494.867,6
1818,26025,27498.657,6
1819,7886,27520.843,6
1820,26373,27540.663,6
1821,25383,27545.822,6
1822,15049,27555.196,6
1823,25623,27565.909,6
1824,26289,27573.491,6
1825,25445,27583.953,6
1826,26710,27600.254,6
1827,26712,27628.510,6
1828,9173,27653.151,6
1829,26818,27667.431,6
1830,17332,27670.151,6
1831,6107,27680.978,6
1832,26294,27689.843,6
1833,8812,27692.804,6
1834,26789,27737.359,6
1835,18457,27753.515,6
1836,26256,27805.022,6
1837,25783,27824.994,6
1838,18542,27834.905,6
1839,25635,27841.571,6
1840,13012,27845.275,6
1841,25397,27855.306,6
1842,25791,27856.280,6
1843,8218,27863.197,6
1844,16171,27863.853,6
1845,15574,27867.328,6
1846,25292,27903.073,6
1847,26494,27909.796,6
1848,11482,27919.310,6
1849,8139,27928.405,6
1850,12518,27929.118,6
1851,26414,27988.248,6
1852,25824,27994.123,6
1853,21150,28012.370,6
1854,26400,28023.423,6
1855,25462,28049.971,6
1856,26590,28076.987,6
1857,10962,28081.571,6
1858,25831,28093.361,6
1859,26479,28096.226,6
1860,3050,28112.131,6
1861,25919,28118.950,6
1862,26520,28134.841,6
1863,25324,28161.911,6
1864,17182,28172.817,6
1865,12305,28179.899,6
1866,25993,28215.565,6
1867,11487,28226.462,6
1868,7488,28232.991,6
1869,15474,28263.333,6
1870,25313,28273.341,6
1871,11769,28283.211,6
1872,25753,28297.114,6
1873,13995,28307.567,6
1874,16119,28309.811,6
1875,12849,28312.527,6
1876,26806,28313.730,6
1877,5726,28329.200,6
1878,14569,28332.765,6
1879,10543,28335.869,6
1880,22018,28342.615,6
1881,26486,28361.566,6
1882,5066,28363.455,6
1883,26670,28367.382,6
1884,26718,28392.386,6
1885,25648,28411.494,6
1886,26517,28421.347,6
1887,25467,28431.122,6
1888,26439,28434.671,6
1889,26741,28437.308,6
1890,17987,28464.188,6
1891,12102,28464.528,6
1892,15024,28465.190,6
1893,25408,28477.971,6
1894,25478,28480.607,6
1895,25480,28495.502,6
1896,11778,28496.102,6
1897,26783,28508.841,6
1898,26522,28509.704,6
1899,6523,28514.185,6
1900,15077,28517.162,6
1901,26456,28564.799,6
1902,15150,28578.519,6
1903,7018,28590.958,6
1904,13805,28591.239,6
1905,26243,28610.310,6
1906,3924,28626.569,6
1907,10601,28631.569,6
1908,7510,28632.913,6
1909,26728,28641.859,6
1910,10260,28715.814,6
1911,25013,28746.109,6
1912,25673,28748.915,6
1913,9590,28775.526,6
1914,4741,28789.302,6
1915,7660,28813.045,6
1916,11063,28838.805,6
1917,2895,28841.816,6
1918,22624,28857.983,6
1919,11358,28862.591,6
1920,8925,28881.912,6
1921,7559,28888.205,6
1922,26324,28897.268,6
1923,25251,28910.664,6
1924,25526,28914.580,6
1925,15092,28921.884,6
1926,26210,28923.608,6
1927,10001,28926.999,6
1928,6531,28956.447,6
1929,14203,28966.975,6
1930,11822,28975.141,6
1931,8194,28977.571,6
1932,25259,28979.090,6
1933,21454,28988.780,6
1934,25386,29003.088,6
1935,25871,29003.685,6
1936,23711,29026.663,6
1937,25305,29037.161,6
1938,19667,29039.036,6
1939,26137,29048.910,6
1940,11028,29051.004,6
1941,17970,29064.879,6
1942,25344,29091.242,6
1943,25405,29125.333,6
1944,16740,29147.699,6
1945,13580,29163.413,6
1946,10653,29174.487,6
1947,11729,29181.426,6
1948,14342,29182.092,6
1949,26730,29193.412,6
1950,26813,29197.322,6
1951,25746,29221.637,6
1952,11598,29245.015,6
1953,17168,29252.216,6
1954,23072,29265.555,6
1955,25320,29285.842,6
1956,26805,29307.345,6
1957,24675,29325.241,6
1958,11844,29326.783,6
1959,13063,29328.939,6
1960,7609,29338.666,6
1961,10229,29342.636,6
1962,26350,29372.026,6
1963,10073,29377.022,6
1964,25340,29408.427,6
1965,17697,29416.307,6
1966,26030,29419.450,6
1967,25518,29437.974,6
1968,25704,29461.343,6
1969,26368,29474.283,6
1970,26440,29476.164,6
1971,25494,29476.272,6
1972,18032,29492.216,6
1973,25911,29509.676,6
1974,14155,29515.371,6
1975,7073,29522.118,6
1976,11800,29524.640,6
1977,11831,29540.455,6
1978,25788,29544.844,6
1979,15022,29573.806,6
1980,25412,29582.070,6
1981,25545,29588.897,6
1982,9614,29593.732,6
1983,11499,29610.852,6
1984,14672,29631.948,6
1985,10319,29639.945,6
1986,13132,29662.917,6
1987,26276,29672.797,6
1988,11334,29679.733,6
1989,5957,29691.875,6
1990,13483,29696.266,6
1991,15385,29701.760,6
1992,4443,29708.092,6
1993,15832,29726.429,6
1994,10795,29746.393,6
1995,16494,29775.359,6
1996,10300,29791.509,6
1997,26245,29812.173,6
1998,15078,29821.048,6
1999,26112,29839.073,6
2000,5794,29841.720,6
2001,25838,29845.341,6
2002,13074,29853.018,6
2003,26214,29859.215,6
2004,26283,29871.212,6
2005,12340,29889.125,6
2006,26038,29907.528,6
2007,14308,29910.156,6
2008,26165,29960.259,6
2009,24380,29960.339,6
2010,26637,29961.772,6
2011,12046,29964.127,6
2012,26787,30003.155,6
2013,13712,30011.729,6
2014,26496,30012.722,6
2015,12950,30016.483,6
2016,25644,30017.734,6
2017,26327,30018.312,6
2018,11555,30025.587,6
2019,19673,30088.041,6
2020,5765,30102.318,6
2021,15889,30113.359,6
2022,14674,30132.011,6
2023,25916,30145.660,6
2024,26569,30189.363,6
2025,26454,30215.104,6
2026,25714,30230.441,6
2027,25079,30239.111,6
2028,26240,30242.490,6
2029,26067,30258.536,6
2030,25641,30282.973,6
2031,15792,30288.026,6
2032,26263,30288.539,6
2033,6607,30302.265,6
2034,18404,30313.145,6
2035,26660,30317.098,6
2036,18011,30319.883,6
2037,26144,30320.434,6
2038,9593,30324.536,6
2039,26115,30324.541,6
2040,18038,30327.110,6
2041,25631,30413.360,6
2042,25856,30436.050,6
2043,11439,30442.584,6
2044,26040,30450.125,6
2045,15015,30463.356,6
2046,6537,30474.295,6
2047,14738,30494.325,6
2048,14438,30495.392,6
2049,7857,30496.809,6
2050,13837,30501.830,6
2051,25464,30528.389,6
2052,11333,30565.367,6
2053,7565,30571.785,6
2054,26680,30621.355,6
2055,26462,30626.210,6
2056,12860,30640.195,6
2057,25300,30643.439,6
2058,11855,30683.267,6
2059,14451,30696.099,6
2060,14018,30700.638,6
2061,17832,30708.480,6
2062,15697,30710.168,6
2063,26352,30711.295,6
2064,25469,30716.523,6
2065,17175,30760.589,6
2066,15217,30784.953,6
2067,7974,30832.050,6
2068,7083,30863.376,6
2069,10538,30888.538,6
2070,25629,30901.369,6
2071,26465,30919.141,6
2072,25968,30969.886,6
2073,12343,30982.309,6
2074,26537,31004.352,6
2075,13808,31025.602,6
2076,9953,31074.357,6
2077,25650,31083.568,6
2078,26755,31092.831,6
2079,8332,31106.089,6
2080,12050,31106.505,6
2081,4601,31108.359,6
2082,13814,31109.408,6
2083,25757,31124.471,6
2084,25343,31201.714,6
2085,25510,31218.662,6
2086,14075,31222.581,6
2087,3609,31228.272,6
2088,11968,31274.938,6
2089,25454,31285.838,6
2090,14319,31285.985,6
2091,5216,31312.758,6
2092,8706,31317.038,6
2093,20193,31318.502,6
2094,25176,31335.301,6
2095,25739,31361.113,6
2096,26752,31362.299,6
2097,12381,31402.490,6
2098,25441,31412.200,6
2099,11775,31418.744,6
2100,18542,31452.454,7
2101,25079,31457.155,7
2102,10001,31501.251,7
2103,26440,31518.489,7
2104,15574,31554.596,7
2105,25783,31564.963,7
2106,26240,31568.304,7
2107,25251,31588.248,7
2108,4741,31619.172,7
2109,15150,31622.646,7
2110,13995,31626.045,7
2111,25757,31630.355,7
2112,23782,31644.813,7
2113,3609,31647.357,7
2114,17168,31649.049,7
2115,12305,31686.971,7
2116,10506,31703.867,7
2117,14308,31720.201,7
2118,11499,31734.473,7
2119,26806,31756.147,7
2120,13458,31767.844,7
2121,10073,31768.491,7
2122,25300,31778.366,7
2123,26373,31792.907,7
2124,18404,31803.076,7
2125,25454,31866.437,7
2126,25526,31900.532,7
2127,13012,31930.994,7
2128,16171,31941.118,7
2129,25386,32003.520,7
2130,7083,32040.676,7
2131,25788,32045.609,7
2132,14018,32049.376,7
2133,26494,32062.270,7
2134,8706,32063.105,7
2135,8925,32087.192,7
2136,11334,32096.952,7
2137,25518,32108.625,7
2138,25631,32119.097,7
2139,9000,32126.603,7
2140,25824,32143.995,7
2141,7886,32146.877,7
2142,7073,32203.143,7
2143,22624,32221.115,7
2144,25383,32230.359,7
2145,26787,32247.889,7
2146,25648,32248.067,7
2147,26025,32251.618,7
2148,8793,32264.666,7
2149,11028,32270.571,7
2150,7510,32284.803,7
2151,12860,32289.313,7
2152,26115,32301.243,7
2153,13132,32305.303,7
2154,12340,32314.865,7
2155,6531,32329.108,7
2156,25445,32335.942,7
2157,12050,32346.302,7
2158,15474,32349.848,7
2159,25292,32367.943,7
2160,26230,32374.929,7
2161,25510,32403.825,7
2162,25993,32408.744,7
2163,13423,32411.719,7
2164,11439,32413.828,7
2165,25408,32426.694,7
2166,25642,32430.587,7
2167,9590,32432.165,7
2168,26522,32436.885,7
2169,26022,32440.919,7
2170,4291,32449.409,7
2171,11063,32456.601,7
2172,10319,32458.966,7
2173,8218,32506.932,7
2174,9614,32509.362,7
2175,14342,32533.935,7
2176,11555,32536.850,7
2177,26368,32547.235,7
2178,11333,32628.498,7
2179,26289,32656.894,7
2180,25919,32667.810,7
2181,13074,32686.934,7
2182,24380,32710.014,7
2183,26479,32715.365,7
2184,25739,32727.753,7
2185,5066,32740.337,7
2186,10229,32747.960,7
2187,26137,32765.554,7
2188,26352,32766.482,7
2189,26805,32791.698,7
2190,6537,32801.407,7
2191,14451,32816.316,7
2192,17175,32825.279,7
2193,25494,32831.391,7
2194,26637,32838.108,7
2195,25715,32850.434,7
2196,17597,32890.724,7
2197,10300,32895.194,7
2198,26425,32895.495,7
2199,11614,32897.433,7
2200,25412,32927.736,7
2201,5794,32977.236,7
2202,15792,32980.564,7
2203,26517,32993.430,7
2204,22566,33009.140,7
2205,26243,33012.017,7
2206,26400,33034.750,7
2207,25405,33041.331,7
2208,10087,33058.106,7
2209,25871,33068.133,7
2210,9990,33088.140,7
2211,17332,33121.199,7
2212,25441,33128.396,7
2213,15832,33133.460,7
2214,11855,33148.443,7
2215,4443,33150.790,7
2216,12960,33153.541,7
2217,26590,33178.273,7
2218,25462,33184.447,7
2219,12046,33199.412,7
2220,26712,33212.129,7
2221,25545,33240.476,7
2222,16119,33241.586,7
2223,13483,33244.238,7
2224,23470,33248.123,7
2225,25644,33253.840,7
2226,25673,33259.006,7
2227,8812,33263.674,7
2228,7857,33279.194,7
2229,14319,33283.940,7
2230,26486,33292.769,7
