qid,status,latency_s,memory_delta_bytes,network_delta_bytes,disk_delta_bytes
13498,ok,6.221,9157419008,1099775303,3962945536
13499,ok,10.226,22582124544,1953339707,562593792
13503,ok,3.417,5654765568,182021585,2945470464
13509,ok,2.919,5383155712,729663358,430092288
13516,ok,4.418,6801940480,750152013,351408128
13519,ok,281.206,12611006464,8971049141,13324619776
13540,ok,5.219,8193769472,1082504210,3963457536
13541,ok,13.125,8875769856,7372025529,3811307520
13544,ok,9.123,20714156032,1883817139,568467456
13546,ok,21.63,13948198912,9912435939,4938223616
13575,ok,3.416,5627039744,182877079,2948743168
13580,ok,5.018,6058127360,918738971,4718342144
13586,ok,39.448,8585240576,11622496618,3740504064
13587,ok,5.122,4684017664,1020246,4363165696
13591,ok,8.92,13365219328,5640608215,4840460288
13592,ok,78.627,13680930816,9914116754,4939452416
13593,ok,8.656,3955265536,13722560,3642368000
13597,ok,61.239,6779944960,11605361885,3750694912
13612,ok,34.338,12187463680,1768622700,4427595776
13614,ok,22.335,14054707200,10015997802,4940550144
13615,ok,2.518,4643876864,673475020,430460928
13626,ok,3.215,3954839552,12996935,3642339328
13627,ok,9.322,20376248320,1707194651,562524160
13631,ok,1.215,2078027776,650298120,513298432
13640,ok,15.324,7276519424,3403541090,3202146304
13646,ok,214.07,14441504768,8878265820,14262571008
13655,ok,7.82,14786498560,1260304954,3676000256
13673,ok,2.016,3812126720,94726515,462245888
13674,ok,21.332,14845779968,10694517705,4750614528
13678,ok,20.128,15595458560,8174695092,3650142208
13712,ok,104.095,6172770304,9304180422,13028978688
13716,ok,78.371,9801715712,4922923902,4945350656
13719,ok,11.14,20292292608,1575956720,562368512
13722,ok,214.091,10485772288,9319215012,13335265280
13728,ok,1.619,4039393280,715302942,438116352
13753,ok,1.615,3292733440,828514491,561545216
13772,ok,18.829,13701156864,10046926753,4841676800
13787,ok,3.918,5053472768,1000210052,4675088384
13790,ok,3.017,3950813184,12776337,3642556416
13795,ok,306.136,7308533760,9025237296,13312831488
13805,ok,10.225,4976553984,3152223716,3027140608
13808,ok,66.201,5745180672,1419732052,3851821056
13813,ok,31.213,9995644928,1791347573,5724418048
13814,ok,74.774,7136333824,766514023,4647993344
13826,ok,39.319,8876228608,1312241763,6804115456
13827,ok,2.617,1057886208,396869671,373637120
13837,ok,8.996,6913503232,795128090,460943360
13838,ok,79.365,13737619456,9914801783,4945358848
13839,ok,9.938,2260049920,621500671,563605504
13854,ok,60.427,8436695040,11622887773,3743391744
1386,ok,10.708,13476405248,4294967296.0,3682947072
13868,ok,41.023,12034682880,3917051417,3880284160
13877,ok,23.738,8467394560,3393960043,3154771968
13880,ok,56.972,25618665472,15389654014,4892135424
13893,ok,21.435,13973041152,9911812680,4940111872
13899,ok,23.335,13553963008,10898329977,3703263232
13902,ok,3.424,5625298944,184126672,2945540096
13912,ok,2.918,3275902976,664243,3167399936
13917,ok,62.162,16229429248,15281324999,3866267648
13920,ok,26.436,17046102016,10358204857,4766097408
13922,ok,17.331,11617214464,9986335031,4893163520
13925,ok,66.343,15804092416,8980122794,4085927936
13932,ok,52.427,11292741632,11708673542,4011372544
13933,ok,2.918,3818270720,3235748097,3202322432
13935,ok,2.923,3240067072,592826,3166994432
13940,ok,5.018,7437869056,584191376,4926218240
13949,ok,9.421,9277509632,3322830772,2657370112
1396,ok,10.18,9291104256,2147483648.0,3033837568
13968,ok,16.633,9789669376,4922640922,4937289728
13976,ok,5.718,12167528448,1766201589,4419940352
13995,ok,70.055,4585717760,3256401,4369801216
14018,ok,11.002,6999085056,875877714,437407744
14034,ok,55.028,8685846528,11623198527,3749179392
14043,ok,60.462,12433694720,3562131053,3204706304
14044,ok,63.57,11936194560,3663772549,3204169728
14051,ok,49.327,5482057728,155700537,2951200768
14063,ok,63.229,11060162560,4186664912,3891601408
14066,ok,7.024,6507696128,1084323725,3839381504
14075,ok,13.107,4203106304,918534395,675856384
14076,ok,308.404,12919930880,8755508015,13010735104
14093,ok,1.919,3796463616,672560626,407990272
14098,ok,51.861,14748516352,12088865620,3806248960
14099,ok,18.63,13984477184,10046765302,4840579072
14114,ok,3.517,5580914688,180525058,2939965440
14119,ok,9.725,20856188928,2132248055,562753536
14123,ok,8.821,17167867904,2667950922,5548449792
14129,ok,39.547,8571285504,11622698119,3741143040
1413,ok,20.876,15332257792,5808943267.840006,2995920896
14132,ok,12.926,8976519168,7373027612,3815354368
1414,ok,130.701,18098634752,9609989324.800005,15251845120
14155,ok,5.221,4785319936,365490,4363202560
14160,ok,2.718,3396354048,3031707729,3027218432
14167,ok,6.322,8612286464,1628973018,3470008320
14183,ok,62.165,16050442240,15262913019,3863695360
14194,ok,4.018,6167515136,495561965,3963293696
14199,ok,21.632,13842526208,9910742299,4937273344
142,ok,18.131,14281822208,4726456320.000006,2951577600
14203,ok,53.024,6154338304,179269057,3199025152
14219,ok,54.95,8928604160,7374741841,3820527616
14220,ok,0.808,41521152,50568,29536256
14222,ok,74.939,9609498624,1088789991,4594098176
14228,ok,6.9,1642881024,507284202,407789568
14238,ok,93.562,20199981056,15737655904,3723870208
14239,ok,17.731,11567734784,7754578734,3607719936
14246,ok,67.372,13595820032,3612513040,3213680640
14250,ok,6.321,8753553408,1630170648,3470540800
14278,ok,74.067,11846324224,14156076526,4006543360
14296,ok,3.121,3324047360,657967,3218345984
14303,ok,9.226,20238274560,1706939735,564957184
14308,ok,10.321,4992364544,3151783726,3027197952
14313,ok,4.618,8496582656,287282276,3675410432
14315,ok,15.029,16200220672,3220509390,4745932800
14319,ok,15.427,7394709504,3403652807,3205214208
14320,ok,10.923,18330718208,2088304393,4773474304
14324,ok,12.726,20829171712,2448051665,5475651584
14333,ok,6.223,9279164416,1101803045,3963211776
14342,ok,49.852,3191373824,1919924,3015200768
14362,ok,57.531,8602570752,11622471054,3741016064
14364,ok,104.596,11186696192,8710759319,13285867520
14370,ok,10.823,15815245824,2286112472,4926496768
14371,ok,16.329,13263990784,10318432384,4939923456
14373,ok,98.189,22710759424,16031118653,3980414976
14381,ok,2.919,5239050240,731159757,429977600
14409,ok,3.516,4308344832,891219638,3963703296
14410,ok,4.221,6427246592,855069700,3839614976
14434,ok,39.345,9327403008,3325666342,2661613568
14438,ok,34.14,6354116608,250084729,2953732096
14448,ok,9.924,12491124736,1948245413,560427008
14450,ok,62.067,15930630144,15276993198,3866005504
14451,ok,27.138,6348316672,3816238690,3733897216
14464,ok,60.663,12290744320,3575494261,3204640768
14468,ok,26.334,14555848704,10584485390,4943851520
14471,ok,4.12,6045052928,921113288,4718022656
14473,ok,10.724,10289733632,3737608535,2860982272
14477,ok,2.718,5185871872,731347280,431435776
14507,ok,11.024,14063005696,2254870499,562475008
14521,ok,39.343,8552423424,11626164903,3744067584
14546,ok,90.887,20719579136,19228757146,3716677632
14549,ok,2.617,1072934912,396766858,373268480
14553,ok,23.834,8540106752,3395698194,3151069184
14561,ok,11.026,22901624832,2244109724,565440512
14565,ok,9.322,20180385792,1706543537,562319360
14569,ok,14.325,4449689600,2999678661,2989678592
14578,ok,9.921,12346363904,1978000759,564592640
14587,ok,90.286,19780526080,15737976317,3715117056
14595,ok,10.924,22548238336,1994429320,566411264
14607,ok,3.917,6183235584,485596115,3963043840
14610,ok,24.431,8806543360,3391585007,3151314944
14628,ok,25.46,17944600576,5185005089,3683049472
14630,ok,7.219,15149768704,1038235914,4228435968
14631,ok,25.937,16714317824,10291101916,4734623744
14645,ok,6.219,8729427968,1630986955,3470839808
14647,ok,52.058,15040544768,12090091744,3806072832
14650,ok,23.333,8636375040,7372651890,3811758080
14672,ok,70.959,4593745920,5252243,4369854464
14674,ok,10.194,6085476352,1087094353,3839479808
14677,ok,172.146,9476329472,8650030433,13034110976
14691,ok,4.219,7951224832,840525642,3336880128
14695,ok,4.822,6053212160,1001554170,4624502784
14706,ok,62.832,10372222976,937265934,3852865536
14710,ok,51.622,8411295744,1796500228,3474202624
14716,ok,4.122,4704890880,658764051,3477868544
14719,ok,13.129,8933462016,7372349620,3816103936
14725,ok,27.938,8837021696,3870997549,4008206336
1473,ok,232.222,5427691520,9524089978.880001,13756911616
14730,ok,3.021,3283009536,729107,3167498240
14738,ok,10.325,4988092416,3152654323,3027546112
14744,ok,4.32,4584603648,906551,4362985472
14753,ok,39.348,8545701888,11621225986,3740745728
14759,ok,9.324,20598079488,1706747799,562089984
14770,ok,71.971,11687747584,1770612158,4427485184
14786,ok,56.43,14608863232,12089647055,3811422208
14789,ok,47.249,13575041024,11920333108,3700699136
14790,ok,17.829,11674554368,7754951228,3607785472
14809,ok,6.12,9328521216,1102566337,3963092992
14823,ok,4.32,5273124864,893264720,3909074944
14828,ok,267.474,11128446976,9062144103,13347479552
14830,ok,11.025,13652602880,2562364591,2062680064
14839,ok,27.432,17419202560,10498289938,4938022912
14845,ok,10.623,22540738560,1831247148,562237440
14848,ok,9.121,20014571520,1706464614,571719680
14850,ok,2.317,2571116544,720722,2509053952
14851,ok,5.219,7770890240,1357747762,4927324160
14854,ok,2.116,3835748352,86761427,438710272
14855,ok,0.814,1452584960,617886590,578056192
14858,ok,30.237,18688978944,12802698522,3699335168
1486,ok,64.152,5100564480,3221225472.0,3882926080
14864,ok,292.118,8625078272,8747274050,13327441920
14889,ok,229.629,10574073856,8712010470,12998602752
14894,ok,88.951,17179590656,2666540392,5552033792
14898,ok,4.223,6076604416,922921373,4718223360
14904,ok,39.926,2608062464,2057242,2510622720
14908,ok,56.829,8638431232,11623468883,3743846400
14923,ok,11.226,9487728640,4922392248,4005740544
14936,ok,18.029,11656527872,7753336670,3607879680
14948,ok,2.817,3277533184,726975,3167027200
14954,ok,2.821,4620595200,128859118,2290438144
14959,ok,104.815,11142025216,8970055061,13281562624
14962,ok,17.631,8309350400,4098215746,3853910016
14972,ok,5.221,7917039616,1083226629,3963342848
14982,ok,5.22,8047886336,1082528455,3963019264
14996,ok,67.266,13741297664,3566131741,3210117120
14998,ok,8.277,8006881280,2114757486,4927373312
15010,ok,17.533,6843564032,1983681231,1838166016
15014,ok,17.629,6940913664,1985354641,1839398912
15015,ok,10.824,7996686336,308125343,2865967104
15020,ok,2.519,4778438656,671521153,429838336
15022,ok,5.196,5460733952,303049448,223817728
15024,ok,8.392,5166329856,705581339,429875200
15025,ok,13.406,18171015168,1309431244,430460928
15046,ok,8.626,3199905792,2242440311,2229276672
15047,ok,32.739,10072174592,3274876918,3047878656
15049,ok,17.63,6774411264,1985163286,1837809664
15057,ok,1.816,2471669760,506348580,562012160
15063,ok,124.317,10705137664,8444084482,28479721472
15077,ok,36.214,3172888576,2244308377,2230718464
15078,ok,47.652,3426787328,37235397,2950828032
15092,ok,39.281,3428093952,31980571,2950905856
15093,ok,2.622,2349051904,503324146,562196480
15102,ok,1.516,1363070976,424495,1308700672
15116,ok,30.339,8085159936,2017818958,1839775744
15126,ok,2.418,4774600704,484124327,455364608
15141,ok,5.919,9399005184,947661143,3799011328
15149,ok,17.633,6896250880,1983838371,1842089984
15150,ok,17.934,7308091392,2513302991,2329653248
15166,ok,1.014,1527877632,338963853,325185536
15172,ok,12.224,14446563328,4172238944,4930719744
15178,ok,13.026,8938098688,7271744043,3811090432
15184,ok,5.919,9573556224,938475449,3802435584
15192,ok,5.921,9482539008,941495364,3798982656
15194,ok,19.529,8674717696,3243215326,3038195712
15204,ok,44.552,11308552192,11799543170,3542654976
15217,ok,9.222,4237328384,3136838746,3050835968
15243,ok,39.854,2622062592,1769428,2510688256
15251,ok,1.495,111837184,161301,66293760
15259,ok,12.585,9564295168,947838443,3799146496
15289,ok,0.117,0,64795,25264128
15300,ok,4.119,7060193280,789573122,458289152
15311,ok,5.922,9406480384,945631818,3799949312
15326,ok,11.246,7432376320,1476701991,2945650688
15327,ok,3.723,5755047936,279356695,3799076864
15338,ok,7.926,18358452224,1309727266,427601920
15348,ok,18.027,7194038272,2513974233,2329018368
15351,ok,50.843,9302556672,3342779188,3046572032
15385,ok,9.297,2161983488,579661986,562106368
15396,ok,44.285,11478310912,964881600,3831775232
15399,ok,0.919,1503211520,338920397,325300224
15403,ok,0.815,1378951168,220869012,223682560
15409,ok,19.937,8139550720,2146552897,1850511360
15414,ok,0.32,276926464,57570,193409024
15436,ok,1.818,2536124416,503248931,564310016
15448,timeout,600.2,-1,-1,-1
15451,ok,176.375,8425205760,640923987805,7147229184
15474,ok,52.393,4373622784,9361331288,2104074240
15475,ok,9.224,20951777280,1754057906,562425856
15503,ok,70.083,9292292096,8191126971,10398683136
15505,ok,62.264,13010010112,3397754598,3091853312
15508,ok,2.721,4217446400,100181128,2288697344
15527,ok,19.534,8680529920,3242354377,3039313920
15534,ok,8.024,18495053824,1309436502,433750016
15535,ok,0.215,156909568,125185,68005888
15540,ok,7.922,18323144704,1309398355,433668096
15561,ok,1.715,2324914176,472863361,456638464
15563,ok,3.018,5515288576,303028485,223465472
15567,ok,3.718,5857021952,281042181,3800383488
15574,ok,5.158,6234955776,810060332,3964125184
1558,ok,114.071,19890642944,11811160064.0,3222429696
15614,ok,3.419,5690568704,176855275,2943606784
15615,ok,10.527,22572744704,1852954514,564908032
15618,ok,21.933,8717090816,3243679925,3041243136
15619,ok,5.818,9399488512,936808011,3800657920
15624,ok,0.119,0,102498,25006080
15662,ok,2.515,4818567168,669200598,430284800
15678,ok,4.217,6529040384,900970246,4766273536
15679,ok,30.337,8207814656,2021159593,1840865280
15689,ok,9.022,20651012096,1769777580,562765824
15697,ok,17.933,7245533184,2513656218,2329718784
15700,ok,0.815,1355563008,220944233,224219136
15701,ok,2.918,4506943488,102405486,2494214144
15715,ok,1.821,2461110272,506588763,562044928
15728,ok,5.822,9425006592,937791669,3799638016
15731,ok,5.922,9381023744,935911327,3803713536
15733,ok,7.023,8337903616,1109659467,3140874240
15735,ok,8.021,17761222656,1309482796,430727168
15744,ok,1.215,1678999552,224222701,354344960
15747,ok,1.116,1636499456,224221250,354492416
15776,ok,51.956,13981679616,12090169992,3806408704
15792,ok,6.818,4118327296,480855806,324997120
15806,ok,3.998,1418031104,91347993,222851072
15810,ok,2.191,1197875200,87987656,92098560
15828,ok,9.297,2196340736,624668158,562139136
15832,ok,37.243,6603726848,316788853,3837206528
15842,ok,1.921,2462121984,620041277,562061312
15855,ok,5.118,8045588480,767054133,3141193728
15864,ok,9.225,20439556096,1749004485,565276672
15877,ok,2.915,3254517760,794153,3166883840
15887,ok,51.166,11126292480,3265580658,3153870848
15888,ok,63.033,8355594240,4884038609,3956920320
15889,ok,7.604,4592906240,671035764,433283072
15906,ok,41.75,6374133760,1207571070,4308451328
15940,ok,1.816,2386137088,554464561,458604544
15954,ok,27.149,10039308288,5749441958,3040641024
15973,ok,3.022,6365011968,744552273,456253440
16017,ok,1.014,2030223360,439712109,436264960
16019,ok,7.92,9681698816,1355587528,3800424448
16032,ok,20.736,8945549312,3233769016,2986987520
16059,ok,1.02,1455296512,91181967,222670848
1608,ok,45.489,9561239552,4305704714.240002,3331731456
16100,ok,0.113,0,70723,35917824
16107,ok,4.118,4585058304,890290,4363182080
16115,ok,17.733,7339110400,2512237626,2332028928
16119,ok,6.22,5186080768,4627228818,3854811136
16171,ok,62.643,5342715904,3965635308,3956350976
16177,ok,31.823,8930586624,3233162046,2987884544
16206,ok,3.123,5483700224,303003985,220848128
16233,ok,27.733,14606110720,11000079708,3567132672
16257,ok,62.645,9351622656,949349802,3805069312
16258,ok,8.107,1866330112,486475965,480280576
16287,ok,307.161,13161439232,2085321545,3320868864
16299,ok,46.849,10386292736,9655545716,1658454016
16330,ok,4.926,3895734272,1079810,3550941184
16332,ok,151.287,9596682240,1614516792,7391461376
16338,ok,11.902,18168926208,1440494858,430309376
16347,ok,31.316,9449013248,941157468,3801432064
16350,ok,20.437,9398448128,3337730910,3041337344
16361,ok,20.631,8951402496,3239363639,2988466176
16365,ok,9.222,9495203840,3323502236,2657603584
16367,ok,22.837,10636632064,3994485010,3699388416
16373,ok,30.339,8205754368,2019245200,1852743680
16386,ok,3.518,5713522688,179772852,2945998848
16394,ok,1.918,4380495872,189134918,306360320
164,ok,29.94,27629735936,4294967296.0,3448963072
16403,ok,0.815,1387982848,220940146,223637504
1641,ok,16.101,19022991360,5905580032.0,4301762560
16410,ok,23.23,13235580928,10897633266,3700310016
16434,ok,27.736,16391872512,5412539292,4117258240
16435,ok,2.417,4665823232,630659161,429813760
16447,ok,3.419,5632348160,183082826,2940092416
16461,ok,1.417,1163522048,22707983,373743616
16462,ok,2.716,5080854528,699908962,429944832
16473,ok,1.916,2537824256,624752483,562139136
16493,ok,6.225,9350733824,942555389,3800498176
16494,ok,48.452,5330518016,2932698148,2923606016
16495,ok,48.745,5500768256,3384436828,3036655616
16507,ok,1.918,2583416832,620105882,562044928
16510,ok,21.132,8406130688,6622937087,3297341440
16519,ok,1.821,2460356608,506317606,562192384
16525,ok,23.135,13243531264,10891998547,3699269632
16547,ok,3.118,3273302016,742491,3061211136
16563,ok,4.018,6107402240,852399177,4767019008
16586,ok,2.418,2755092480,718008,2677948416
16606,ok,3.016,3267067904,609207,3061153792
16612,ok,1.817,2459566080,506337330,562171904
16634,ok,0.916,1503612928,338921728,329711616
16700,ok,4.718,5685186560,219176407,4260352000
16701,ok,1.317,1841823744,342197995,459980800
16703,ok,23.43,13167476736,10890972262,3699744768
16706,ok,1.817,2416410624,503234324,562012160
16728,ok,23.233,13226762240,10901421035,3699064832
16734,ok,2.317,2418966528,766565,2249015296
16738,ok,0.915,1564999680,336347987,326905856
16740,ok,8.722,3211988992,2242647453,2228338688
16743,ok,5.92,9267412992,939667057,3798859776
16751,ok,4.117,7178072064,786890651,460951552
16752,ok,2.517,5788078080,527123042,347201536
16761,ok,37.341,8182800384,10077286343,2909544448
16778,ok,0.815,1387761664,221007966,223825920
16785,ok,212.164,12763459584,8891029925,13249732608
16799,ok,23.133,13282656256,10894227607,3700690944
16846,ok,2.518,4936695808,671723791,429780992
16849,ok,5.918,9419943936,941156358,3801845760
16852,ok,1.716,2207145984,486316249,475713536
16853,ok,47.675,9534087168,10226740820,5866131456
16858,ok,38.945,8677126144,11561551128,3710476288
16875,ok,0.115,0,117106,23453696
16969,ok,2.717,5393661952,700931072,429867008
16989,ok,19.829,8955994112,3243614758,3038302208
17018,ok,7.52,10667397120,970887267,3800403968
17025,ok,19.632,8614612992,3242015718,3038343168
17034,ok,17.727,7396061184,2513313325,2328846336
17078,ok,0.214,132788224,103355,3387392
17087,ok,6.219,8592736256,1630373180,3469762560
17117,ok,17.727,11635871744,7753635196,3607629824
17125,ok,19.729,8658718720,3243348707,3038343168
17142,ok,3.718,5815861248,281074628,3799011328
17162,ok,4.518,7867527168,1079571222,4767023104
17163,ok,47.86,11807141888,10204578099,4045332480
17165,ok,9.222,8447299584,4878685344,3953905664
17168,ok,17.526,6760361984,1983869290,1838084096
17169,ok,2.217,4350889984,513659139,324046848
17175,ok,77.459,5502799872,7778049933,14939738112
17182,ok,17.826,7299260416,2513613558,2336354304
17189,ok,4.317,6951407616,311613434,2947735552
17190,ok,4.119,6404050944,904205491,4766564352
1720,ok,41.27,9821458432,10748155658.240002,3921035264
17213,ok,23.433,13205815296,10894969044,3704582144
17241,ok,5.919,9563467776,949301922,3792568320
1726,ok,15.91,12806557696,3017214525.4399967,1405394944
1727,ok,25.347,5593964544,4294967296.0,3029164032
17297,ok,30.438,8177270784,2018163384,1847906304
17298,ok,0.114,0,80510,37830656
17306,ok,9.422,9211936768,3323630044,2659717120
1732,ok,14.871,16829616128,4294967296.0,3848413184
17322,ok,19.63,8525860864,3241930751,3041284096
17331,ok,2.818,5351280640,695106956,434651136
17332,ok,17.63,6843453440,1985373485,1838088192
17345,ok,1.716,1966407680,372645,2020548608
17371,ok,496.372,11067949056,8695314715,13332049920
17388,ok,1.519,1153998848,22422999,370020352
17391,ok,46.553,10410098688,9653311205,1650036736
17471,ok,17.63,6978609152,1985501924,1838133248
17478,ok,1.019,1487589376,91190338,222679040
17514,ok,3.72,5787942912,281009042,3799064576
17527,ok,2.518,4961497088,671415842,429797376
17536,ok,3.018,4621348864,157026256,2287669248
17571,ok,27.062,11037007872,5742633719,3038097408
17597,ok,8.625,3206119424,2242353885,2228346880
17618,ok,2.22,4592668672,609928357,452853760
17648,ok,1.517,1352839168,556824,1314541568
17649,ok,22.333,10209767424,3959320017,3697823744
17650,ok,2.721,5013721088,698917379,429826048
17686,ok,1.916,2481876992,620003671,562069504
17693,ok,23.233,13282963456,10881646466,3700977664
17697,ok,8.421,2729234432,1733902911,1737420800
17741,ok,188.903,11584626688,8922853876,13331582976
17742,ok,0.218,160423936,89553,136273920
17753,ok,1.316,1812480000,342214861,459968512
17760,ok,5.92,9503961088,947460682,3798925312
17789,ok,51.341,8157999104,7129102436,5094379520
17793,ok,3.418,5478162432,3963514195,3953864704
17797,ok,1.215,1611902976,224513208,354492416
17813,ok,1.916,2532151296,619994373,562032640
17814,ok,19.63,8721633280,3243441539,3038539776
17817,ok,22.134,2739449856,3213179,2682802176
17832,ok,7.896,2066087936,507114175,456458240
17848,ok,9.401,2157703168,506997272,562343936
17856,ok,41.313,4579139584,97004433,2504658944
17870,ok,5.924,9587777536,942642450,3801935872
17875,ok,17.932,7333797888,2512314874,2324590592
17895,ok,1.317,1792454656,342179883,459952128
17919,ok,2.317,2414080000,849388,2248851456
17922,ok,25.733,5637287936,3382110683,3028668416
17941,ok,1.919,2496098304,620047799,562188288
17951,ok,6.838,1633034240,206909469,1343160320
17966,ok,57.82,11388391424,7757025885,3603681280
17970,ok,12.195,2769620992,1164811335,562278400
17987,ok,6.727,6664712192,314257616,3834445824
17990,ok,51.255,10987057152,3269000603,3028393984
18011,ok,32.471,3068977152,2060686850,2003939328
18032,ok,8.314,4723298304,705922408,429867008
18038,ok,17.639,7029678080,1985325790,1839759360
18059,ok,3.323,4951924736,134133419,2985410560
18153,ok,0.219,274808832,85350,161738752
1816,ok,10.27,4774707200,1073741824.0,1247244288
18178,ok,0.215,161128448,110854,136101888
18220,ok,0.115,0,111654,25165824
18294,ok,2.018,2584735744,624648769,562184192
18320,ok,3.62,6270574592,506456068,356265984
18337,ok,1.817,3530043392,78632773,201170944
18404,ok,6.195,3632234496,316390079,323612672
18457,ok,28.404,6029819904,290309431,3802718208
18465,ok,20.733,8930480128,3244950532,2988621824
18502,ok,2.222,4363747328,513688700,327434240
18539,ok,21.336,8856907776,3239540184,2987606016
18542,ok,7.505,1788178432,206242756,452395008
18578,ok,202.955,15367790592,1997208343,3979329536
18593,ok,1.822,2335797248,507575887,456507392
18602,ok,19.733,8564240384,3244003165,3039617024
18604,ok,17.619,6769491968,1985412771,1838698496
18656,ok,17.633,6784798720,1985632746,1842311168
18664,ok,2.121,4138729472,462654112,298176512
18684,ok,1.816,2501505024,473072943,562216960
1869,ok,6.032,12999557120,3221225472.0,4417753088
18706,ok,2.916,5269778432,735980674,429862912
18767,ok,59.003,11819716608,8190407032,8567713792
18783,ok,75.491,8533082112,8198934886,13201039360
18814,ok,0.116,0,33772,6389760
18816,ok,5.918,9608826880,938688474,3810033664
18832,ok,6.023,9343934464,938050895,3794665472
18846,ok,2.218,4297801728,495773969,298414080
1887,ok,15.193,12695453696,1073741824.0,4231864320
18881,ok,3.417,4697776128,603263693,3698655232
1892,ok,9.354,5658406912,107374182.40000916,777105408
18926,ok,60.341,10255679488,3958210123,3703771136
18934,ok,50.021,9770274816,2553308797,2495459328
18997,ok,17.129,9447813120,943101319,3801403392
19031,ok,20.235,8423792640,2739339086,2498969600
19054,ok,5.923,9605156864,946353186,3798847488
19093,ok,1.118,1597263872,224501025,354512896
19110,ok,33.942,9992675328,3267322759,2987761664
19122,ok,20.033,10008903680,1601005613,4253687808
19169,ok,50.53,8968110080,3293879444,3045625856
19174,ok,0.817,83066880,128972,25092096
19186,ok,38.936,7346671616,2514927033,2335043584
19209,ok,0.322,316145664,66945,185069568
1921,ok,87.961,11173171200,22226455756.799988,3982200832
19210,ok,2.225,4332576768,495757840,298569728
19214,ok,1.02,1482407936,91195268,222777344
19224,ok,10.627,11343413248,966415811,3831562240
19262,ok,27.839,16303624192,5406221356,4114558976
19293,ok,1.22,1679720448,224234026,355160064
19366,ok,176.161,12776230912,1732198312,3309117440
19374,ok,0.117,0,88496,37679104
19384,ok,4.318,6676459520,213377442,3643248640
19391,ok,1.417,3976867840,132018583,200593408
19434,ok,30.638,8631140352,2547936511,2339852288
19466,ok,1.517,1337253888,393873,1308934144
19471,ok,1.215,1636806656,224338019,354373632
19490,ok,2.017,2505678848,620112502,557920256
19508,ok,1.214,765947904,14094639,136421376
19566,ok,0.914,2494332928,151339883,184811520
19571,ok,85.845,12605988864,9734566216,4444418048
1960,ok,23.271,18043273216,5798205849.600006,4701147136
19605,ok,7.606,7893364736,1830265743,4767076352
19647,ok,51.048,8563642368,3243066883,3044507648
19659,ok,0.803,82825216,137721,25169920
19667,ok,8.1,4598091776,672725393,430071808
19668,ok,38.852,10525827072,10200814239,2850443264
19673,ok,8.627,3212681216,2242507320,2228322304
19677,ok,7.927,9796669440,1354672090,3799105536
19727,ok,7.525,10617552896,973821174,3799359488
19844,ok,44.552,12224761856,11798695984,3537686528
19858,ok,7.524,10633822208,967506430,3799207936
19865,ok,8.225,18871820288,1440383914,434937856
19867,ok,1.815,2454261760,532412136,468819968
19916,ok,1.115,1647247360,224187183,354467840
19920,ok,3.718,5796843520,280887415,3798880256
19935,ok,32.247,8444264448,2077628007,1855217664
19969,ok,46.955,10535981056,9653644458,1645301760
19992,ok,3.418,5729902592,182448268,2945482752
20010,ok,18.134,15918800896,5257525383,3156140032
20054,ok,11.024,7666716672,592204427,1211326464
20088,ok,82.087,15470383104,13001489487,2646552576
20103,ok,16.131,16245608448,3241465388,1939525632
20114,ok,73.97,11258019840,5111272242,6536515584
20119,ok,1.619,3431010304,514467539,444620800
20193,ok,5.819,5490225152,1889221684,1214074880
20203,ok,235.986,21610143744,3824339938,15802658816
20210,ok,10.227,15821627392,2342598847,4745658368
20270,ok,101.9,14408146944,9990071912,13055041536
20307,ok,114.107,8665571328,1551608564,1229746176
2049,ok,33.495,10463936512,5368709120.0,4382523392
20513,ok,221.27,20212760576,5701188800,16860422144
20789,ok,51.077,10786140160,7809850020,3149209600
20924,ok,12.826,10466947072,4767430115,3845607424
2095,ok,127.65,18494836736,19327352832.0,2385129472
2100,ok,4.048,2288672768,0,1465401344
2101,ok,2.58,5003923456,0,961576960
21019,ok,47.156,20171407360,11937695518,3751665664
21150,ok,64.469,4555997184,671206913,1489199104
21162,ok,28.843,17919709184,5456840407,3406278656
21353,ok,12.028,12018302976,13970500871,1237045248
21454,ok,5.621,3709628416,137649253,2428313600
2157,ok,19.041,20246478848,4080218931.200012,1279180800
21588,ok,50.862,12598079488,6652476763,3159195648
2182,ok,12.14,15228928000,3221225472.0,3066494976
21870,ok,15.03,14312280064,894658420,4260368384
22013,ok,10.229,11703046144,3207850610,3009921024
22018,ok,6.021,3801927680,891773819,1196417024
22074,ok,405.426,10280194048,29245780103,17096974336
2217,ok,40.23,17543086080,6990059274.2399845,4000886784
222,ok,4.001,5501550592,2373179146.239999,1529221120
2241,ok,55.1,11951878144,7301444403.199997,3165822976
22447,ok,9.093,4649259008,892099672,281047040
2250,ok,11.953,6740623360,1181116006.4000092,1346752512
22566,ok,27.44,7369211904,1372814503,1195610112
22624,ok,36.921,3025670144,1406048899,2219331584
2270,ok,7.581,6758977536,1073741824.0,1485787136
22761,ok,24.035,10214141952,7872656962,5712420864
2278,ok,13.927,9255301120,2147483648.0,1522802688
22838,ok,13.726,10271240192,3568719261,2239561728
2289,ok,8.121,9814228992,1073741824.0,1242697728
2290,ok,66.335,8636506112,11811160064.0,2244976640
22951,ok,18.236,13573095424,3048742939,1768120320
